City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,petropavlovsk-kamchatsky,53.0452,158.6483,271.36,86,100,22.35,RU,1710448846
84,awjilah,29.1081,21.2869,289.4,42,45,4.5,LY,1710448846
85,aasiaat,68.7098,-52.8699,259.61,94,100,1.93,GL,1710448846
86,pacasmayo,-7.4006,-79.5714,298.91,66,66,6.37,PE,1710448846
87,newman,37.3138,-121.0208,292.61,25,0,3.58,US,1710448846
88,nelson,-41.2833,173.2833,289.98,57,66,0.45,NZ,1710448846
89,la libertad,-2.2333,-80.9,303.96,66,20,3.6,EC,1710448847
90,udangudi,8.4333,78.0167,299.34,82,13,1.61,IN,1710448847
91,saipan,15.1355,145.701,299.54,78,100,7.72,MP,1710448847
92,tazacorte,28.629,-17.9293,292.69,86,75,3.09,ES,1710448847
93,salcininkai,54.3,25.3833,277.2,93,15,2.62,LT,1710448847
94,taiohae,54.3,25.3833,277.2,93,15,2.62,LT,1710448847
95,hawaiian paradise park,19.5933,-154.9731,299.76,78,0,3.6,US,1710448847
96,jamestown,42.097,-79.2353,291.49,54,100,1.34,US,1710448848
97,diego de almagro,-26.3667,-70.05,301.62,27,0,4.7,CL,1710448848
98,dudinka,69.4058,86.1778,253.53,97,100,3.58,RU,1710448848
99,slave lake,55.2834,-114.769,279.14,56,20,1.54,CA,1710448848
100,bamboo flat,11.7,92.7167,298.2,88,100,1.03,IN,1710448848
101,san kamphaeng,18.7449,99.1195,296.96,67,77,0.51,TH,1710448849
102,comodoro rivadavia,-45.8667,-67.5,295.07,24,20,12.86,AR,1710448849
103,port elizabeth,-33.918,25.5701,293.2,90,0,2.57,ZA,1710448576
104,dunedin,-45.8742,170.5036,281.93,74,100,4.02,NZ,1710448849
105,keflavik,64.0049,-22.5624,274.1,86,100,7.72,IS,1710448849
106,muroto-misakicho,33.2833,134.15,285.29,59,0,1.81,JP,1710448849
107,saint-pol-de-leon,48.6833,-3.9833,286.5,85,76,6.26,FR,1710448850
108,anatoli,39.6389,20.8653,279.01,93,6,1.03,GR,1710448850
109,neyshabur,36.2133,58.7958,281.19,58,23,0.34,IR,1710448850
110,kavieng,-2.5744,150.7967,301.0,84,100,4.32,PG,1710448850
111,turpan,42.9333,89.1667,280.72,33,33,1.01,CN,1710448850
112,lompoc,34.6391,-120.4579,294.73,42,0,3.6,US,1710448850
113,keetmanshoop,-26.5833,18.1333,299.66,14,6,2.06,NA,1710448851
114,cide,41.8921,33.0044,282.33,86,84,1.06,TR,1710448851
115,santa cruz,-17.8,-63.1667,306.18,58,40,8.23,BO,1710448851
116,tevragh zeina,-17.8,-63.1667,306.18,58,40,8.23,BO,1710448851
117,anaconda,46.1285,-112.9423,275.7,51,23,2.13,US,1710448851
118,hermanus,-34.4187,19.2345,290.82,77,84,3.06,ZA,1710448650
119,cartagena,10.3997,-75.5144,306.94,55,20,6.69,CO,1710448852
120,codrington,-38.2667,141.9667,286.62,80,1,4.87,AU,1710448852
121,lensk,60.7253,114.9278,253.78,100,96,1.14,RU,1710448852
122,semnan,35.5729,53.3971,285.12,39,2,2.1,IR,1710448852
123,alofi,-19.0595,-169.9187,299.09,94,75,0.51,NU,1710448560
124,tokar,18.4254,37.729,300.44,81,20,6.01,SD,1710448852
125,georgetown,5.4112,100.3354,301.11,83,20,1.03,MY,1710448853
126,ribeira grande,38.5167,-28.7,291.37,88,40,8.49,PT,1710448666
127,nema,57.5067,50.5011,272.14,93,100,5.28,RU,1710448737
128,kuvandyk,51.4781,57.3552,264.73,98,100,2.92,RU,1710448853
129,mancio lima,-7.6142,-72.8958,301.19,89,75,4.12,BR,1710448853
130,buncrana,55.1333,-7.45,281.02,99,100,0.34,IE,1710448853
131,ain el bya,35.8039,-0.3018,289.42,73,3,1.08,DZ,1710448853
132,kitcharao,9.455,125.5731,296.7,91,94,1.78,PH,1710448854
133,bossangoa,6.4926,17.4552,302.39,36,98,1.19,CF,1710448854
134,atafu village,-8.5421,-172.5159,302.65,73,6,5.33,TK,1710448854
135,hilo,19.7297,-155.09,299.88,72,0,3.6,US,1710448854
136,hovd,48.0056,91.6419,271.36,20,58,3.04,MN,1710448854
137,phon charoen,18.0333,103.1667,299.86,44,4,2.04,TH,1710448854
138,nova sintra,14.8667,-24.7167,296.81,73,0,9.42,CV,1710448855
139,jember,-8.166,113.7032,296.49,96,100,1.04,ID,1710448855
140,semirom,31.4167,51.5667,278.31,54,100,1.65,IR,1710448855
141,lijiang,26.8688,100.2207,274.95,89,0,2.26,CN,1710448855
142,warren,39.4334,-84.1666,297.2,75,75,5.66,US,1710448855
143,hell-ville,-13.4,48.2667,301.45,75,69,0.61,MG,1710448855
144,san pedro pochutla,15.7333,-96.4667,304.99,41,45,4.24,MX,1710448855
145,taro,-8.3862,115.28,296.15,100,100,1.24,ID,1710448856
146,monrovia,6.3005,-10.7969,301.02,90,9,3.35,LR,1710448856
147,horta,38.5333,-28.6333,290.95,92,40,8.49,PT,1710448856
148,las tablas,7.7667,-80.2833,308.8,99,49,5.34,PA,1710448856
149,wailua homesteads,22.0669,-159.378,296.39,70,75,4.63,US,1710448856
150,port hedland,-20.3167,118.5667,301.18,89,28,4.12,AU,1710448857
151,sao joao da barra,-21.6403,-41.0511,302.2,86,3,5.25,BR,1710448857
152,yakeshi,49.2833,120.7333,255.1,93,5,2.68,CN,1710448857
153,nova olinda do norte,-3.8881,-59.0942,301.24,83,100,1.38,BR,1710448857
154,santana,-0.0583,-51.1817,303.25,74,40,5.14,BR,1710448857
155,valbo,60.65,17.0333,278.49,92,99,0.45,SE,1710448857
156,aron,24.3833,77.4167,293.98,28,0,3.52,IN,1710448858
157,zag,46.9441,99.165,263.12,89,100,0.86,MN,1710448858
158,yuzhno-kurilsk,44.0306,145.8556,269.47,78,4,5.06,RU,1710448858
159,treasure island,27.7692,-82.769,304.31,65,0,2.57,US,1710448858
160,bandon,51.7469,-8.7425,283.92,94,100,8.1,IE,1710448858
161,neiafu,-18.65,-173.9833,298.66,96,100,8.48,TO,1710448723
162,teshi old town,5.5836,-0.1072,302.46,89,40,5.14,GH,1710448859
163,puerto deseado,-47.7503,-65.8938,292.45,29,36,13.16,AR,1710448859
164,enewetak,11.3474,162.3373,299.68,77,100,9.06,MH,1710448859
165,afaahiti,-17.75,-149.2833,303.08,76,100,6.12,PF,1710448859
166,juneau,58.3019,-134.4197,281.15,85,75,4.63,US,1710448859
167,arraial do cabo,-22.9661,-42.0278,301.13,74,0,5.14,BR,1710448859
168,ust'-uda,54.1742,103.0304,256.85,98,87,0.3,RU,1710448782
169,castillos,-34.1667,-53.8333,295.47,96,100,2.47,UY,1710448860
170,whitehorse,60.7161,-135.0538,278.72,40,20,16.46,CA,1710448860
171,puerto ayora,-0.7393,-90.3518,305.13,94,100,4.02,EC,1710448764
172,tual,-5.6667,132.75,301.04,81,100,9.39,ID,1710448860
173,ust-nera,64.5667,143.2,241.67,99,37,1.96,RU,1710448860
174,tuy hoa,13.0833,109.3,293.83,96,19,0.97,VN,1710448700
175,port lincoln,-34.7333,135.8667,290.82,79,0,9.53,AU,1710448726
176,muynoq,43.7683,59.0214,274.19,50,28,4.98,UZ,1710448861
177,dauphin,51.1494,-100.0502,272.23,74,0,0.0,CA,1710448861
178,howrah,22.5892,88.3103,300.15,89,40,0.0,IN,1710448625
179,namtsy,62.7161,129.6658,242.0,100,100,1.68,RU,1710448653
180,touros,-5.1989,-35.4608,301.65,76,95,4.82,BR,1710448862
181,sao felix do xingu,-6.6447,-51.995,300.13,91,72,0.45,BR,1710448862
182,pointe-noire,-4.7761,11.8635,300.42,86,100,3.67,CG,1710448862
183,qaqortoq,60.7167,-46.0333,266.33,80,11,1.71,GL,1710448862
184,kupjansk,49.7209,37.5998,275.9,76,100,4.7,UA,1710448862
185,katsuren-haebaru,26.3369,127.8719,292.58,78,20,2.57,JP,1710448862
186,mani,4.8172,-72.2886,309.29,36,64,1.32,CO,1710448862
187,kawthoung,4.8172,-72.2886,309.29,36,64,1.32,CO,1710448862
188,brisas de zicatela,15.8369,-97.0419,303.44,74,20,6.17,MX,1710448863
189,yorkton,51.2167,-102.4677,272.06,80,100,3.09,CA,1710448863
190,uturoa,-16.7333,-151.4333,302.07,68,100,5.48,PF,1710448863
191,meadow lakes,61.6247,-149.6011,273.53,60,0,1.54,US,1710448863
192,peace river,56.2501,-117.286,280.32,65,100,6.17,CA,1710448864
193,mufulira,-12.5498,28.2407,290.63,94,100,0.68,ZM,1710448864
194,fale old settlement,-9.3852,-171.2468,302.62,72,36,5.74,TK,1710448864
195,tambopata,-12.7333,-69.1833,308.09,63,20,1.54,PE,1710448864
196,tralee,52.2704,-9.7026,283.81,91,100,5.67,IE,1710448864
197,espargos,52.2704,-9.7026,283.81,91,100,5.67,IE,1710448864
198,la passe,45.5549,-0.8967,285.28,74,11,2.64,FR,1710448864
199,port alfred,-33.5906,26.891,290.47,95,50,5.61,ZA,1710448865
200,vorgashor,67.5833,63.95,253.51,99,100,3.06,RU,1710448865
201,vingt cinq,67.5833,63.95,253.51,99,100,3.06,RU,1710448865
202,puerto san jose,13.9256,-90.8244,308.18,43,75,5.14,GT,1710448865
203,acapulco de juarez,16.8634,-99.8901,302.05,74,40,4.12,MX,1710448865
204,myrina,39.8797,25.0742,284.73,87,75,5.14,GR,1710448865
205,revda,56.801,59.9303,269.82,92,100,4.89,RU,1710448866
206,remire-montjoly,4.9167,-52.2667,304.17,70,75,7.2,GF,1710448866
207,inirida,3.8653,-67.9239,304.91,62,95,1.05,CO,1710448866
208,fisterra,42.9049,-9.2629,288.01,95,21,6.38,ES,1710448866
209,pontianak,-0.0333,109.3333,297.14,100,75,2.06,ID,1710448866
210,brookings,44.3114,-96.7984,286.58,37,0,7.72,US,1710448838
211,walvis bay,-22.9575,14.5053,290.68,77,0,1.03,NA,1710448866
212,flin flon,54.7682,-101.865,273.06,59,0,3.6,CA,1710448867
213,inarajan village,13.2736,144.7484,299.69,82,100,6.94,GU,1710448867
214,caleta olivia,-46.4393,-67.5281,292.45,32,6,16.52,AR,1710448867
215,rezekne,56.5,27.3167,277.56,83,99,4.63,LV,1710448644
216,huarmey,-10.0681,-78.1522,298.38,75,17,5.88,PE,1710448867
217,bismarck,46.8083,-100.7837,277.63,72,100,7.72,US,1710448831
218,cheremushki,52.8356,91.3944,265.99,90,98,1.35,RU,1710448867
219,la mesa,32.7678,-117.0231,292.93,45,100,7.72,US,1710448867
220,tanvald,50.7374,15.3059,281.06,88,69,1.38,CZ,1710448868
221,horsham,51.064,-0.3272,286.24,79,75,4.12,GB,1710448868
222,vuktyl,63.8567,57.3094,255.43,98,98,2.24,RU,1710448692
223,klyuchi,52.2667,79.1667,261.25,90,98,4.91,RU,1710448868
224,aykhal,66.0,111.5,243.01,100,75,2.24,RU,1710448868
225,tura,25.5198,90.2201,292.48,57,0,2.39,IN,1710448868
226,pimentel,-6.8367,-79.9342,302.31,54,0,7.2,PE,1710448869
227,selfoss,63.9331,-20.9971,272.62,72,100,4.61,IS,1710448869
228,prineville,44.2999,-120.8345,283.77,44,0,4.02,US,1710448869
229,feijo,-8.1642,-70.3536,304.95,59,99,1.88,BR,1710448869
230,la carlota,10.4233,122.9208,298.05,77,99,2.74,PH,1710448869
231,ambodifotatra,-16.9833,49.85,300.57,80,60,3.42,MG,1710448869
232,dubrovytsya,51.5744,26.565,277.38,75,62,1.41,UA,1710448869
233,qal'at bishah,51.5744,26.565,277.38,75,62,1.41,UA,1710448869
234,haiku-pauwela,20.9219,-156.3051,297.18,88,75,3.6,US,1710448870
235,nemuro,43.3236,145.575,270.72,73,71,3.21,JP,1710448870
236,new norfolk,-42.7826,147.0587,282.55,88,9,0.85,AU,1710448870
237,kongsvinger,60.1905,11.9977,277.52,96,69,2.37,NO,1710448870
238,la'ie,21.6477,-157.9253,298.13,91,97,0.89,US,1710448871
239,khandyga,62.6667,135.6,243.87,100,100,0.55,RU,1710448758
240,happy valley-goose bay,53.3168,-60.3315,275.32,69,100,3.6,CA,1710448871
241,east london,-33.0153,27.9116,292.87,83,95,3.63,ZA,1710448871
242,kismayo,-0.3582,42.5454,301.43,70,0,7.01,SO,1710448871
243,fort bragg,35.139,-79.006,301.84,22,0,4.12,US,1710448871
244,nurabad,34.0734,47.9725,281.32,44,100,2.45,IR,1710448871
245,isle of lewis,34.0734,47.9725,281.32,44,100,2.45,IR,1710448871
246,gadzhiyevo,69.2551,33.3362,269.11,95,100,2.72,RU,1710448872
247,mana,5.6592,-53.7767,301.57,73,12,4.56,GF,1710448872
248,la ricamarie,45.4168,4.312,287.01,55,0,2.57,FR,1710448872
249,usinsk,65.9939,57.5281,258.19,95,100,4.92,RU,1710448851
250,antonio enes,-16.2325,39.9086,300.11,86,32,3.81,MZ,1710448619
251,bad soden-salmunster,50.2757,9.3671,284.95,91,100,1.94,DE,1710448872
252,north bend,43.4065,-124.2243,291.62,47,0,3.09,US,1710448873
253,margate,51.3813,1.3862,286.41,79,100,3.58,GB,1710448873
254,gokarna,14.55,74.3167,297.3,79,0,2.52,IN,1710448873
255,nar'yan-mar,67.6713,53.087,262.33,90,100,7.61,RU,1710448873
256,sinop,41.7711,34.8709,278.94,78,18,2.44,TR,1710448873
257,thunder bay,48.4001,-89.3168,281.14,39,20,3.6,CA,1710448873
258,porto novo,6.4965,2.6036,302.05,82,100,5.15,BJ,1710448838
259,verkhnevilyuysk,63.4453,120.3167,242.12,100,100,1.09,RU,1710448874
260,monte argentario,42.4345,11.1195,284.04,100,10,4.63,IT,1710448874
261,yerofey pavlovich,53.9667,121.9667,257.61,95,60,2.16,RU,1710448874
262,iksan,35.9439,126.9544,275.05,70,0,1.49,KR,1710448874
263,san sebastian de la gomera,28.0916,-17.1133,293.92,82,100,1.54,ES,1710448874
264,st. john's,47.5649,-52.7093,274.14,91,100,9.26,CA,1710448874
265,matsue,35.4722,133.0506,278.12,75,0,3.6,JP,1710448875
266,la junta,37.985,-103.5438,277.31,93,100,3.6,US,1710448875
267,chibougamau,49.9168,-74.3659,275.94,70,100,3.09,CA,1710448875
268,puerto san carlos,49.9168,-74.3659,275.94,70,100,3.09,CA,1710448875
269,kyzyl-suu,42.3414,78.0056,268.31,84,99,4.57,KG,1710448875
270,vanimo,-2.6741,141.3028,298.38,91,92,2.0,PG,1710448875
271,airway heights,47.6446,-117.5933,282.37,54,20,1.54,US,1710448876
272,rikaze,29.25,88.8833,271.48,37,0,1.67,CN,1710448876
273,bereeda,11.8704,51.0579,298.69,77,0,3.59,SO,1710448876
274,chumphon,10.3333,98.8333,294.76,90,33,0.17,TH,1710448876
275,kidal,18.4411,1.4078,299.6,7,0,5.06,ML,1710448876
276,sabha,27.0377,14.4283,293.0,33,100,9.12,LY,1710448876
277,katsuura,35.1333,140.3,282.63,65,0,3.37,JP,1710448877
278,mahabe,35.1333,140.3,282.63,65,0,3.37,JP,1710448877
279,sinabang,2.4803,96.3801,299.5,81,85,1.34,ID,1710448649
280,bakanas,44.8081,76.2772,269.82,61,6,1.83,KZ,1710448877
281,mabaruma,8.2,-59.7833,302.83,62,16,3.84,GY,1710448877
282,onguday,50.75,86.15,260.1,96,99,0.96,RU,1710448877
283,anse a galets,18.8317,-72.8642,302.38,61,90,5.1,HT,1710448878
284,bardai,11.65,7.2333,302.66,18,76,3.19,NG,1710448878
285,as sulayyil,20.4607,45.5779,300.29,29,61,3.66,SA,1710448878
286,ullal,12.8,74.85,298.68,83,1,1.54,IN,1710448878
287,sittwe,20.15,92.9,296.49,83,0,2.99,MM,1710448677
288,queenstown,-31.8976,26.8753,284.52,93,73,1.54,ZA,1710448785
289,livingstone,-17.8419,25.8543,293.96,77,50,1.06,ZM,1710448879
290,santa teresa,10.2341,-66.6631,308.1,38,74,5.4,VE,1710448879
291,egilsstadir,65.2653,-14.3948,269.1,86,75,1.03,IS,1710448879
292,cockburn town,21.4612,-71.1419,298.63,79,60,9.1,TC,1710448879
293,malvan,16.0667,73.4667,297.64,72,0,6.16,IN,1710448879
294,ubari,26.5921,12.7805,293.08,24,100,5.61,LY,1710448879
295,tazovsky,67.4667,78.7,246.4,100,88,3.12,RU,1710448879
296,puerto baquerizo moreno,-0.9,-89.6,299.7,94,100,1.03,EC,1710448880
297,kone,-21.0595,164.8658,300.19,82,100,2.11,NC,1710448880
298,ciudad bolivar,8.1222,-63.5497,312.89,22,68,4.17,VE,1710448880
299,kerikeri,-35.2268,173.9474,291.43,94,34,4.02,NZ,1710448880
300,claiborne,32.516,-92.1918,301.99,55,75,3.6,US,1710448880
301,ulldecona,40.5973,0.4472,290.04,84,46,0.54,ES,1710448880
302,miracatu,-24.2814,-47.4597,300.5,81,0,2.04,BR,1710448881
303,rukban,-24.2814,-47.4597,300.5,81,0,2.04,BR,1710448881
304,vernon,50.2581,-119.2691,285.79,43,43,1.54,CA,1710448881
305,gaspe,48.8334,-64.4819,276.27,75,75,3.09,CA,1710448881
306,aroma,15.8167,36.1333,306.51,17,37,4.2,SD,1710448881
307,ar rutbah,33.0381,40.2848,288.56,35,67,4.29,IQ,1710448881
308,toga village,33.0381,40.2848,288.56,35,67,4.29,IQ,1710448881
309,hayma',33.0381,40.2848,288.56,35,67,4.29,IQ,1710448881
310,nagato,34.3833,131.2,281.59,73,0,3.63,JP,1710448882
311,vila franca do campo,37.7167,-25.4333,291.42,99,100,3.73,PT,1710448675
312,kapa'a,22.0752,-159.319,297.14,69,75,4.63,US,1710448662
313,naze,28.3667,129.4833,285.66,73,81,1.43,JP,1710448826
314,hagere maryam,5.6333,38.2333,292.69,47,20,5.59,ET,1710448882
315,cable beach,5.6333,38.2333,292.69,47,20,5.59,ET,1710448882
316,bredasdorp,-34.5322,20.0403,291.29,82,100,2.64,ZA,1710448660
317,galle,6.0367,80.217,299.62,76,55,1.37,LK,1710448883
318,simrishamn,55.5565,14.3504,281.64,93,100,5.73,SE,1710448883
319,ghadamis,30.1337,9.5007,293.55,23,99,4.73,LY,1710448883
320,jabor,5.921,169.6434,301.37,82,100,9.34,MH,1710448883
321,copiapo,-27.3667,-70.3333,292.98,37,0,3.69,CL,1710448884
322,qianzhou,28.3167,109.7167,284.08,92,77,0.38,CN,1710448884
323,san antonio de pale,-1.4014,5.6325,301.47,74,86,4.81,GQ,1710448659
324,shendi,16.6915,33.4341,306.41,11,11,5.66,SD,1710448884
325,tucurui,-3.7661,-49.6725,300.58,91,100,1.4,BR,1710448884
326,atamyrat,37.8357,65.2106,279.04,69,14,4.52,TM,1710448884
327,boudjima,36.8022,4.1519,281.97,87,0,1.42,DZ,1710448884
328,meiktila,20.8667,95.8667,298.19,27,0,2.23,MM,1710448885
329,yelizovo,53.1873,158.3805,272.1,92,100,0.89,RU,1710448799
330,kaya,13.0917,-1.0844,306.26,11,32,2.75,BF,1710448885
331,kapuskasing,49.4169,-82.4331,270.2,86,100,4.63,CA,1710448679
332,ebon,4.582,168.6964,301.29,83,98,7.96,MH,1710448885
333,devinuwara,4.582,168.6964,301.29,83,98,7.96,MH,1710448885
334,rafaela,-31.2503,-61.4867,308.86,43,39,2.34,AR,1710448885
335,badagara,11.6,75.5833,298.3,79,0,2.6,IN,1710448886
336,la union,-5.4,-80.75,305.32,43,59,6.64,PE,1710448886
337,antalaha,-14.9003,50.2788,297.83,88,56,2.21,MG,1710448886
338,mitu,1.1983,-70.1733,302.43,74,100,1.02,CO,1710448886
339,withernsea,53.7311,0.0335,286.29,93,100,8.81,GB,1710448886
340,al qusayr,34.5091,36.5798,284.17,86,19,0.9,SY,1710448886
341,uray,60.1247,64.7758,255.86,99,77,1.79,RU,1710448887
342,abu dhabi,24.4667,54.3667,297.56,83,0,2.57,AE,1710448784
343,bridgetown,13.1,-59.6167,302.42,70,20,7.2,BB,1710448813
344,metlili chaamba,32.2667,3.6333,291.67,24,0,2.57,DZ,1710448887
345,candido mendes,-1.4467,-45.7167,299.95,85,100,1.98,BR,1710448887
346,lebu,-37.6167,-73.65,288.52,66,0,7.4,CL,1710448653
347,fonte boa,-2.4959,-66.2662,304.0,69,100,1.34,BR,1710448888
348,karratha,-20.7377,116.8463,302.12,79,56,6.53,AU,1710448669
349,zaruma,-3.6833,-79.6167,300.23,89,81,1.38,EC,1710448888
350,zadonsk,52.3904,38.9261,273.32,83,97,3.53,RU,1710448888
351,guerrero negro,27.9769,-114.0611,291.66,52,21,5.27,MX,1710448888
352,luderitz,-26.6481,15.1594,289.65,75,7,4.05,NA,1710448683
353,ola,59.5833,151.2833,269.11,78,100,9.03,RU,1710448662
354,kavaratti,10.5669,72.642,300.82,74,5,4.33,IN,1710448683
355,severo-yeniseyskiy,60.3725,93.0408,264.03,87,100,4.47,RU,1710448889
356,ordos,60.3725,93.0408,264.03,87,100,4.47,RU,1710448889
357,sola,-13.8833,167.55,301.67,80,100,6.82,VU,1710448889
358,illizi,26.4833,8.4667,295.04,17,100,6.62,DZ,1710448684
359,thurgoona,-36.0451,146.9919,290.74,100,51,1.79,AU,1710448889
360,sitka,57.0531,-135.33,279.09,81,100,3.6,US,1710448687
361,weno,7.4515,151.8468,301.12,83,100,5.14,FM,1710448643
362,tangalle,6.024,80.7911,299.01,84,96,2.02,LK,1710448890
363,mirny,62.5353,113.9611,245.45,100,100,1.67,RU,1710448890
364,richards bay,-28.783,32.0377,293.34,87,97,1.96,ZA,1710448675
365,pariaman,-0.619,100.12,298.18,86,81,2.14,ID,1710448890
